"Year","State","County ID","State / County Name","All Ages SAIPE Poverty Universe","All Ages in Poverty Count","All Ages in Poverty Count LB 90%","All Ages in Poverty Count UB 90%","90% Confidence Interval (All Ages in Poverty Count)","All Ages in Poverty Percent","All Ages in Poverty Percent LB 90%","All Ages in Poverty Percent UB 90%","90% Confidence Interval (All Ages in Poverty Percent)","Under Age 18 SAIPE Poverty Universe","Under Age 18 in Poverty Count","Under Age 18 in Poverty Count LB 90%","Under Age 18 in Poverty Count UB 90%","90% Confidence Interval (Under Age 18 in Poverty Count)","Under Age 18 in Poverty Percent","Under Age 18 in Poverty Percent LB 90%","Under Age 18 in Poverty Percent UB 90%","90% Confidence Interval (Under Age 18 in Poverty Percent)","Ages 5 to 17 in Families SAIPE Poverty Universe","Ages 5 to 17 in Families in Poverty Count","Ages 5 to 17 in Families in Poverty Count LB 90%","Ages 5 to 17 in Families in Poverty Count UB 90%","90% Confidence Interval (Ages 5 to 17 in Families in Poverty Count)","Ages 5 to 17 in Families in Poverty Percent","Ages 5 to 17 in Families in Poverty Percent LB 90%","Ages 5 to 17 in Families in Poverty Percent UB 90%","90% Confidence Interval (Ages 5 to 17 in Families in Poverty Percent)","Under Age 5 SAIPE Poverty Universe","Under Age 5 in Poverty Count","Under Age 5 in Poverty Count LB 90%","Under Age 5 in Poverty Count UB 90%","90% Confidence Interval (Under Age 5 in Poverty Count)","Under Age 5 in Poverty Percent","Under Age 5 in Poverty Percent LB 90%","Under Age 5 in Poverty Percent UB 90%","90% Confidence Interval (Under Age 5 in Poverty Percent)","Median Household Income in Dollars","Median Household Income in Dollars LB 90%","Median Household Income in Dollars UB 90%","90% Confidence Interval (Median Household Income in Dollars)"
"2018","47","47017","Carroll County (TN)","26,654","4,963","4,015","5,911","4,015 to 5,911","18.6","15.0","22.2","15.0 to 22.2","5,887","1,617","1,246","1,988","1,246 to 1,988","27.5","21.2","33.8","21.2 to 33.8","4,345","1,190","910","1,470","910 to 1,470","27.4","20.9","33.9","20.9 to 33.9","NA","NA","NA","NA","NA","NA","NA","NA","NA","$42,025","$38,513","$45,537","$38,513 to $45,537"
"2018","47","47019","Carter County (TN)","55,245","10,530","8,651","12,409","8,651 to 12,409","19.1","15.7","22.5","15.7 to 22.5","10,125","2,973","2,322","3,624","2,322 to 3,624","29.4","23.0","35.8","23.0 to 35.8","7,638","2,193","1,704","2,682","1,704 to 2,682","28.7","22.3","35.1","22.3 to 35.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$39,202","$36,063","$42,341","$36,063 to $42,341"
"2018","47","47021","Cheatham County (TN)","40,010","4,122","3,358","4,886","3,358 to 4,886","10.3","8.4","12.2","8.4 to 12.2","8,787","1,175","851","1,499","851 to 1,499","13.4","9.7","17.1","9.7 to 17.1","6,496","770","520","1,020","520 to 1,020","11.9","8.0","15.8","8.0 to 15.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$63,241","$58,751","$67,731","$58,751 to $67,731"
"2018","47","47023","Chester County (TN)","16,113","2,555","1,987","3,123","1,987 to 3,123","15.9","12.4","19.4","12.4 to 19.4","3,717","817","598","1,036","598 to 1,036","22.0","16.1","27.9","16.1 to 27.9","2,789","569","400","738","400 to 738","20.4","14.4","26.4","14.4 to 26.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$47,508","$42,505","$52,511","$42,505 to $52,511"
"2018","47","47025","Claiborne County (TN)","30,408","7,129","5,990","8,268","5,990 to 8,268","23.4","19.7","27.1","19.7 to 27.1","5,896","2,075","1,689","2,461","1,689 to 2,461","35.2","28.7","41.7","28.7 to 41.7","4,345","1,265","947","1,583","947 to 1,583","29.1","21.8","36.4","21.8 to 36.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$37,987","$34,294","$41,680","$34,294 to $41,680"
"2018","47","47027","Clay County (TN)","7,619","1,601","1,233","1,969","1,233 to 1,969","21.0","16.2","25.8","16.2 to 25.8","1,542","473","343","603","343 to 603","30.7","22.3","39.1","22.3 to 39.1","1,170","335","232","438","232 to 438","28.6","19.8","37.4","19.8 to 37.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$34,238","$30,760","$37,716","$30,760 to $37,716"
"2018","47","47029","Cocke County (TN)","35,400","7,981","6,462","9,500","6,462 to 9,500","22.5","18.2","26.8","18.2 to 26.8","7,122","2,542","1,922","3,162","1,922 to 3,162","35.7","27.0","44.4","27.0 to 44.4","5,266","1,878","1,400","2,356","1,400 to 2,356","35.7","26.6","44.8","26.6 to 44.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$36,192","$32,821","$39,563","$32,821 to $39,563"
"2018","47","47031","Coffee County (TN)","54,883","8,745","7,180","10,310","7,180 to 10,310","15.9","13.0","18.8","13.0 to 18.8","13,018","3,262","2,566","3,958","2,566 to 3,958","25.1","19.8","30.4","19.8 to 30.4","9,599","2,287","1,758","2,816","1,758 to 2,816","23.8","18.3","29.3","18.3 to 29.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$49,494","$44,790","$54,198","$44,790 to $54,198"
"2018","47","47033","Crockett County (TN)","14,088","2,736","2,277","3,195","2,277 to 3,195","19.4","16.1","22.7","16.1 to 22.7","3,321","844","644","1,044","644 to 1,044","25.4","19.4","31.4","19.4 to 31.4","2,494","585","433","737","433 to 737","23.5","17.4","29.6","17.4 to 29.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$44,431","$40,075","$48,787","$40,075 to $48,787"
"2018","47","47035","Cumberland County (TN)","58,938","8,494","6,910","10,078","6,910 to 10,078","14.4","11.7","17.1","11.7 to 17.1","10,227","2,491","1,845","3,137","1,845 to 3,137","24.4","18.1","30.7","18.1 to 30.7","7,572","1,651","1,138","2,164","1,138 to 2,164","21.8","15.0","28.6","15.0 to 28.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$46,527","$42,712","$50,342","$42,712 to $50,342"
"2018","47","47037","Davidson County (TN)","666,794","102,623","94,485","110,761","94,485 to 110,761","15.4","14.2","16.6","14.2 to 16.6","141,184","35,887","32,151","39,623","32,151 to 39,623","25.4","22.8","28.0","22.8 to 28.0","96,269","25,159","22,353","27,965","22,353 to 27,965","26.1","23.2","29.0","23.2 to 29.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$60,799","$59,182","$62,416","$59,182 to $62,416"
"2018","47","47039","Decatur County (TN)","11,446","2,083","1,650","2,516","1,650 to 2,516","18.2","14.4","22.0","14.4 to 22.0","2,415","588","424","752","424 to 752","24.3","17.5","31.1","17.5 to 31.1","1,782","408","282","534","282 to 534","22.9","15.8","30.0","15.8 to 30.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$42,905","$38,788","$47,022","$38,788 to $47,022"
"2018","47","47041","DeKalb County (TN)","19,792","3,435","2,692","4,178","2,692 to 4,178","17.4","13.6","21.2","13.6 to 21.2","4,222","1,032","751","1,313","751 to 1,313","24.4","17.7","31.1","17.7 to 31.1","3,100","711","490","932","490 to 932","22.9","15.8","30.0","15.8 to 30.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$47,420","$42,952","$51,888","$42,952 to $51,888"
"2018","47","47043","Dickson County (TN)","52,789","7,259","5,971","8,547","5,971 to 8,547","13.8","11.4","16.2","11.4 to 16.2","12,167","2,459","1,901","3,017","1,901 to 3,017","20.2","15.6","24.8","15.6 to 24.8","8,951","1,561","1,138","1,984","1,138 to 1,984","17.4","12.7","22.1","12.7 to 22.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$56,166","$53,423","$58,909","$53,423 to $58,909"
"2018","47","47045","Dyer County (TN)","36,677","6,735","5,419","8,051","5,419 to 8,051","18.4","14.8","22.0","14.8 to 22.0","8,726","2,265","1,654","2,876","1,654 to 2,876","26.0","19.0","33.0","19.0 to 33.0","6,433","1,648","1,167","2,129","1,167 to 2,129","25.6","18.1","33.1","18.1 to 33.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$44,302","$40,030","$48,574","$40,030 to $48,574"
"2018","47","47047","Fayette County (TN)","40,014","5,227","4,274","6,180","4,274 to 6,180","13.1","10.7","15.5","10.7 to 15.5","7,486","1,563","1,214","1,912","1,214 to 1,912","20.9","16.2","25.6","16.2 to 25.6","5,500","1,076","795","1,357","795 to 1,357","19.6","14.5","24.7","14.5 to 24.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$59,529","$54,267","$64,791","$54,267 to $64,791"
"2018","47","47049","Fentress County (TN)","18,002","3,701","2,840","4,562","2,840 to 4,562","20.6","15.8","25.4","15.8 to 25.4","3,741","1,123","811","1,435","811 to 1,435","30.0","21.7","38.3","21.7 to 38.3","2,807","784","541","1,027","541 to 1,027","27.9","19.2","36.6","19.2 to 36.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$36,687","$33,343","$40,031","$33,343 to $40,031"
"2018","47","47051","Franklin County (TN)","39,698","6,335","5,243","7,427","5,243 to 7,427","16.0","13.2","18.8","13.2 to 18.8","8,254","1,764","1,354","2,174","1,354 to 2,174","21.4","16.4","26.4","16.4 to 26.4","6,167","1,189","876","1,502","876 to 1,502","19.3","14.2","24.4","14.2 to 24.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$50,201","$45,337","$55,065","$45,337 to $55,065"
"2018","47","47053","Gibson County (TN)","47,974","7,904","6,518","9,290","6,518 to 9,290","16.5","13.6","19.4","13.6 to 19.4","11,750","2,676","2,084","3,268","2,084 to 3,268","22.8","17.8","27.8","17.8 to 27.8","8,675","1,741","1,284","2,198","1,284 to 2,198","20.1","14.8","25.4","14.8 to 25.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$42,720","$38,937","$46,503","$38,937 to $46,503"
"2018","47","47055","Giles County (TN)","28,726","4,160","3,375","4,945","3,375 to 4,945","14.5","11.8","17.2","11.8 to 17.2","6,099","1,384","1,025","1,743","1,025 to 1,743","22.7","16.8","28.6","16.8 to 28.6","4,455","943","662","1,224","662 to 1,224","21.2","14.9","27.5","14.9 to 27.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$48,024","$44,050","$51,998","$44,050 to $51,998"
"2018","47","47057","Grainger County (TN)","22,912","4,211","3,378","5,044","3,378 to 5,044","18.4","14.8","22.0","14.8 to 22.0","4,592","1,159","845","1,473","845 to 1,473","25.2","18.4","32.0","18.4 to 32.0","3,459","798","559","1,037","559 to 1,037","23.1","16.2","30.0","16.2 to 30.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$41,829","$37,684","$45,974","$37,684 to $45,974"
"2018","47","47059","Greene County (TN)","67,281","10,146","8,215","12,077","8,215 to 12,077","15.1","12.2","18.0","12.2 to 18.0","13,009","3,107","2,359","3,855","2,359 to 3,855","23.9","18.1","29.7","18.1 to 29.7","9,722","2,174","1,614","2,734","1,614 to 2,734","22.4","16.6","28.2","16.6 to 28.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$44,366","$40,683","$48,049","$40,683 to $48,049"
"2018","47","47061","Grundy County (TN)","13,117","2,787","2,196","3,378","2,196 to 3,378","21.2","16.7","25.7","16.7 to 25.7","2,816","782","544","1,020","544 to 1,020","27.8","19.3","36.3","19.3 to 36.3","2,080","554","367","741","367 to 741","26.6","17.6","35.6","17.6 to 35.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$36,317","$32,652","$39,982","$32,652 to $39,982"
"2018","47","47063","Hamblen County (TN)","63,485","10,883","8,995","12,771","8,995 to 12,771","17.1","14.1","20.1","14.1 to 20.1","14,571","3,523","2,751","4,295","2,751 to 4,295","24.2","18.9","29.5","18.9 to 29.5","10,854","2,132","1,598","2,666","1,598 to 2,666","19.6","14.7","24.5","14.7 to 24.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$44,040","$40,215","$47,865","$40,215 to $47,865"
"2018","47","47065","Hamilton County (TN)","354,847","46,021","40,483","51,559","40,483 to 51,559","13.0","11.4","14.6","11.4 to 14.6","74,074","13,428","10,802","16,054","10,802 to 16,054","18.1","14.6","21.6","14.6 to 21.6","53,428","7,923","6,027","9,819","6,027 to 9,819","14.8","11.3","18.3","11.3 to 18.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$57,196","$54,736","$59,656","$54,736 to $59,656"
"2018","47","47067","Hancock County (TN)","6,390","1,912","1,531","2,293","1,531 to 2,293","29.9","23.9","35.9","23.9 to 35.9","1,343","552","412","692","412 to 692","41.1","30.7","51.5","30.7 to 51.5","993","393","286","500","286 to 500","39.6","28.8","50.4","28.8 to 50.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$30,691","$27,384","$33,998","$27,384 to $33,998"
"2018","47","47069","Hardeman County (TN)","21,391","5,025","3,966","6,084","3,966 to 6,084","23.5","18.5","28.5","18.5 to 28.5","4,843","1,393","1,020","1,766","1,020 to 1,766","28.8","21.1","36.5","21.1 to 36.5","3,551","978","686","1,270","686 to 1,270","27.5","19.3","35.7","19.3 to 35.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$37,834","$34,547","$41,121","$34,547 to $41,121"
"2018","47","47071","Hardin County (TN)","25,367","5,149","4,190","6,108","4,190 to 6,108","20.3","16.5","24.1","16.5 to 24.1","5,204","1,527","1,156","1,898","1,156 to 1,898","29.3","22.2","36.4","22.2 to 36.4","3,840","986","700","1,272","700 to 1,272","25.7","18.2","33.2","18.2 to 33.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$37,690","$35,005","$40,375","$35,005 to $40,375"
"2018","47","47073","Hawkins County (TN)","55,859","10,252","8,713","11,791","8,713 to 11,791","18.4","15.6","21.2","15.6 to 21.2","11,017","3,042","2,438","3,646","2,438 to 3,646","27.6","22.1","33.1","22.1 to 33.1","8,332","2,105","1,634","2,576","1,634 to 2,576","25.3","19.6","31.0","19.6 to 31.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$42,188","$39,205","$45,171","$39,205 to $45,171"
"2018","47","47075","Haywood County (TN)","17,104","3,513","2,794","4,232","2,794 to 4,232","20.5","16.3","24.7","16.3 to 24.7","3,795","1,169","850","1,488","850 to 1,488","30.8","22.4","39.2","22.4 to 39.2","2,842","777","525","1,029","525 to 1,029","27.3","18.4","36.2","18.4 to 36.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$39,574","$35,687","$43,461","$35,687 to $43,461"
"2018","47","47077","Henderson County (TN)","27,536","4,957","4,144","5,770","4,144 to 5,770","18.0","15.0","21.0","15.0 to 21.0","6,240","1,445","1,077","1,813","1,077 to 1,813","23.2","17.3","29.1","17.3 to 29.1","4,650","1,039","759","1,319","759 to 1,319","22.3","16.3","28.3","16.3 to 28.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$43,491","$39,309","$47,673","$39,309 to $47,673"
"2018","47","47079","Henry County (TN)","31,749","5,982","5,040","6,924","5,040 to 6,924","18.8","15.8","21.8","15.8 to 21.8","6,478","1,907","1,503","2,311","1,503 to 2,311","29.4","23.2","35.6","23.2 to 35.6","4,823","1,351","1,048","1,654","1,048 to 1,654","28.0","21.7","34.3","21.7 to 34.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$43,159","$39,201","$47,117","$39,201 to $47,117"
"2018","47","47081","Hickman County (TN)","23,423","3,827","2,931","4,723","2,931 to 4,723","16.3","12.5","20.1","12.5 to 20.1","5,069","1,225","879","1,571","879 to 1,571","24.2","17.4","31.0","17.4 to 31.0","3,711","851","586","1,116","586 to 1,116","22.9","15.8","30.0","15.8 to 30.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$44,684","$39,929","$49,439","$39,929 to $49,439"
"2018","47","47083","Houston County (TN)","8,076","1,349","1,034","1,664","1,034 to 1,664","16.7","12.8","20.6","12.8 to 20.6","1,776","447","322","572","322 to 572","25.2","18.2","32.2","18.2 to 32.2","1,349","311","213","409","213 to 409","23.1","15.8","30.4","15.8 to 30.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$44,688","$40,264","$49,112","$40,264 to $49,112"
"2018","47","47085","Humphreys County (TN)","18,196","2,477","1,957","2,997","1,957 to 2,997","13.6","10.7","16.5","10.7 to 16.5","3,805","772","552","992","552 to 992","20.3","14.5","26.1","14.5 to 26.1","2,807","519","351","687","351 to 687","18.5","12.5","24.5","12.5 to 24.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$48,056","$43,105","$53,007","$43,105 to $53,007"
"2018","47","47087","Jackson County (TN)","11,529","2,286","1,809","2,763","1,809 to 2,763","19.8","15.7","23.9","15.7 to 23.9","2,059","610","450","770","450 to 770","29.6","21.8","37.4","21.8 to 37.4","1,513","408","282","534","282 to 534","27.0","18.7","35.3","18.7 to 35.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$37,563","$33,497","$41,629","$33,497 to $41,629"
"2018","47","47089","Jefferson County (TN)","52,362","7,241","5,750","8,732","5,750 to 8,732","13.8","11.0","16.6","11.0 to 16.6","10,317","2,153","1,589","2,717","1,589 to 2,717","20.9","15.4","26.4","15.4 to 26.4","7,773","1,555","1,132","1,978","1,132 to 1,978","20.0","14.6","25.4","14.6 to 25.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$49,611","$45,433","$53,789","$45,433 to $53,789"
"2018","47","47091","Johnson County (TN)","15,959","3,308","2,479","4,137","2,479 to 4,137","20.7","15.5","25.9","15.5 to 25.9","2,866","801","564","1,038","564 to 1,038","27.9","19.6","36.2","19.6 to 36.2","2,132","551","368","734","368 to 734","25.8","17.2","34.4","17.2 to 34.4","NA","NA","NA","NA","NA","NA","NA","NA","NA","$35,778","$32,331","$39,225","$32,331 to $39,225"
"2018","47","47093","Knox County (TN)","452,640","59,817","53,789","65,845","53,789 to 65,845","13.2","11.9","14.5","11.9 to 14.5","95,972","14,622","12,060","17,184","12,060 to 17,184","15.2","12.5","17.9","12.5 to 17.9","69,945","9,637","7,629","11,645","7,629 to 11,645","13.8","10.9","16.7","10.9 to 16.7","NA","NA","NA","NA","NA","NA","NA","NA","NA","$55,874","$53,648","$58,100","$53,648 to $58,100"
"2018","47","47095","Lake County (TN)","4,913","1,795","1,318","2,272","1,318 to 2,272","36.5","26.8","46.2","26.8 to 46.2","994","410","288","532","288 to 532","41.2","28.9","53.5","28.9 to 53.5","721","291","196","386","196 to 386","40.4","27.2","53.6","27.2 to 53.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$33,709","$30,437","$36,981","$30,437 to $36,981"
"2018","47","47097","Lauderdale County (TN)","23,752","5,907","4,956","6,858","4,956 to 6,858","24.9","20.9","28.9","20.9 to 28.9","5,734","1,984","1,579","2,389","1,579 to 2,389","34.6","27.5","41.7","27.5 to 41.7","4,262","1,420","1,125","1,715","1,125 to 1,715","33.3","26.4","40.2","26.4 to 40.2","NA","NA","NA","NA","NA","NA","NA","NA","NA","$38,849","$34,987","$42,711","$34,987 to $42,711"
"2018","47","47099","Lawrence County (TN)","43,131","7,643","6,447","8,839","6,447 to 8,839","17.7","14.9","20.5","14.9 to 20.5","10,712","2,641","2,061","3,221","2,061 to 3,221","24.7","19.3","30.1","19.3 to 30.1","7,872","1,783","1,346","2,220","1,346 to 2,220","22.6","17.1","28.1","17.1 to 28.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$43,651","$39,520","$47,782","$39,520 to $47,782"
"2018","47","47101","Lewis County (TN)","11,863","2,074","1,662","2,486","1,662 to 2,486","17.5","14.0","21.0","14.0 to 21.0","2,561","634","472","796","472 to 796","24.8","18.5","31.1","18.5 to 31.1","1,896","464","339","589","339 to 589","24.5","17.9","31.1","17.9 to 31.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$40,541","$36,559","$44,523","$36,559 to $44,523"
"2018","47","47103","Lincoln County (TN)","33,734","4,853","3,941","5,765","3,941 to 5,765","14.4","11.7","17.1","11.7 to 17.1","7,424","1,366","981","1,751","981 to 1,751","18.4","13.2","23.6","13.2 to 23.6","5,592","970","677","1,263","677 to 1,263","17.3","12.1","22.5","12.1 to 22.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$51,249","$47,687","$54,811","$47,687 to $54,811"
"2018","47","47105","Loudon County (TN)","52,442","4,754","3,669","5,839","3,669 to 5,839","9.1","7.0","11.2","7.0 to 11.2","10,075","1,614","1,155","2,073","1,155 to 2,073","16.0","11.4","20.6","11.4 to 20.6","7,344","1,108","762","1,454","762 to 1,454","15.1","10.4","19.8","10.4 to 19.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$58,186","$53,383","$62,989","$53,383 to $62,989"
"2018","47","47107","McMinn County (TN)","52,155","8,307","6,798","9,816","6,798 to 9,816","15.9","13.0","18.8","13.0 to 18.8","11,056","2,413","1,771","3,055","1,771 to 3,055","21.8","16.0","27.6","16.0 to 27.6","8,191","1,683","1,191","2,175","1,191 to 2,175","20.5","14.5","26.5","14.5 to 26.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","$46,029","$42,282","$49,776","$42,282 to $49,776"
"2018","47","47109","McNairy County (TN)","25,404","4,408","3,576","5,240","3,576 to 5,240","17.4","14.1","20.7","14.1 to 20.7","5,502","1,225","876","1,574","876 to 1,574","22.3","16.0","28.6","16.0 to 28.6","4,191","871","588","1,154","588 to 1,154","20.8","14.0","27.6","14.0 to 27.6","NA","NA","NA","NA","NA","NA","NA","NA","NA","$39,859","$36,246","$43,472","$36,246 to $43,472"
"2018","47","47111","Macon County (TN)","23,856","4,309","3,419","5,199","3,419 to 5,199","18.1","14.4","21.8","14.4 to 21.8","5,842","1,517","1,116","1,918","1,116 to 1,918","26.0","19.1","32.9","19.1 to 32.9","4,161","994","685","1,303","685 to 1,303","23.9","16.5","31.3","16.5 to 31.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","$42,265","$37,769","$46,761","$37,769 to $46,761"
"2018","47","47113","Madison County (TN)","93,271","16,631","14,267","18,995","14,267 to 18,995","17.8","15.3","20.3","15.3 to 20.3","21,480","6,200","5,082","7,318","5,082 to 7,318","28.9","23.7","34.1","23.7 to 34.1","15,577","3,884","2,917","4,851","2,917 to 4,851","24.9","18.7","31.1","18.7 to 31.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$46,651","$43,478","$49,824","$43,478 to $49,824"
"2018","47","47115","Marion County (TN)","28,264","4,337","3,409","5,265","3,409 to 5,265","15.3","12.0","18.6","12.0 to 18.6","5,898","1,385","1,013","1,757","1,013 to 1,757","23.5","17.2","29.8","17.2 to 29.8","4,312","962","667","1,257","667 to 1,257","22.3","15.5","29.1","15.5 to 29.1","NA","NA","NA","NA","NA","NA","NA","NA","NA","$50,819","$49,191","$52,447","$49,191 to $52,447"
"2018","47","47117","Marshall County (TN)","33,243","4,702","3,943","5,461","3,943 to 5,461","14.1","11.8","16.4","11.8 to 16.4","7,718","1,535","1,200","1,870","1,200 to 1,870","19.9","15.6","24.2","15.6 to 24.2","5,670","1,031","771","1,291","771 to 1,291","18.2","13.6","22.8","13.6 to 22.8","NA","NA","NA","NA","NA","NA","NA","NA","NA","$51,868","$46,957","$56,779","$46,957 to $56,779"
"2018","47","47119","Maury County (TN)","93,038","10,032","8,182","11,882","8,182 to 11,882","10.8","8.8","12.8","8.8 to 12.8","21,564","3,276","2,440","4,112","2,440 to 4,112","15.2","11.3","19.1","11.3 to 19.1","15,466","2,028","1,430","2,626","1,430 to 2,626","13.1","9.2","17.0","9.2 to 17.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$57,337","$51,994","$62,680","$51,994 to $62,680"
"2018","47","47121","Meigs County (TN)","12,126","2,153","1,706","2,600","1,706 to 2,600","17.8","14.1","21.5","14.1 to 21.5","2,459","655","477","833","477 to 833","26.6","19.4","33.8","19.4 to 33.8","1,826","445","307","583","307 to 583","24.4","16.8","32.0","16.8 to 32.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$50,565","$47,458","$53,672","$47,458 to $53,672"
"2018","47","47123","Monroe County (TN)","45,641","7,151","5,692","8,610","5,692 to 8,610","15.7","12.5","18.9","12.5 to 18.9","9,566","2,201","1,583","2,819","1,583 to 2,819","23.0","16.5","29.5","16.5 to 29.5","7,090","1,519","1,048","1,990","1,048 to 1,990","21.4","14.8","28.0","14.8 to 28.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","$45,566","$40,658","$50,474","$40,658 to $50,474"
